,Marital_Status,Course,Attendance,Prev_Qua,Prev_Qua_Grade,Nationality,Mother_Qua,Father_Qua,Adm_Grade,Tui_Up_to_Date,Gender,S_Holder,Age_at_Enroll,Cur_U_1st_Sem_Credit,Cur_U_1st_Sem_Appr,Cur_U_1st_Sem_Grade,Cur_U_2nd_Sem_Credit,Cur_U_2nd_Sem_Approved,Cur_U_2nd_Sem_Grade,SAP
1211,1,9238,1,1,123.0,1,1,1,113.2,1,0,1,20,0,4,10.75,0,5,11.5,0
1212,2,9500,1,19,133.1,1,38,1,120.0,1,0,1,35,0,8,13.63,0,8,13.63,0
1213,1,9670,1,1,130.0,1,37,37,117.8,1,0,0,21,0,3,13.0,0,4,11.5,0
1214,1,9500,1,1,126.0,1,19,19,121.3,1,0,1,18,0,6,13.533333333333331,0,7,12.228571428571428,0
1215,1,9500,1,1,176.0,1,3,38,169.7,1,0,1,18,0,7,16.9,0,8,16.37777777777778,0
1216,1,9238,1,1,124.0,1,19,19,117.7,1,0,0,18,0,5,12.0,0,4,12.0,0
1217,1,8014,0,39,120.0,1,19,37,121.8,1,0,0,22,3,6,12.5,2,6,13.285714285714286,0
1218,1,9500,1,1,140.0,1,1,1,128.3,1,0,0,19,0,7,12.764285714285714,0,7,12.764285714285714,0
1219,1,9147,1,1,143.0,1,19,38,132.2,1,0,1,18,0,5,13.75,0,5,12.166666666666666,0
1220,1,171,1,1,136.0,1,39,1,134.3,1,0,0,19,0,0,0.0,0,0,0.0,1
1221,1,9500,1,1,132.0,1,19,1,123.4,1,0,1,18,0,7,14.604285714285712,0,8,15.68333333333333,0
1222,2,9991,0,19,133.1,1,19,39,121.7,0,0,0,31,0,0,0.0,0,0,0.0,1
1223,2,8014,0,19,100.0,1,1,19,130.0,1,0,1,33,0,5,13.833333333333334,0,6,12.5,0
1224,1,9500,1,1,137.0,1,19,38,126.5,1,0,1,19,0,8,13.57625,0,8,13.57625,0
1225,1,9238,1,1,153.0,1,38,38,159.7,1,0,1,18,0,6,15.142857142857142,0,6,15.833333333333334,0
1226,1,9147,1,1,160.0,1,9,19,151.3,1,0,0,23,0,3,10.666666666666666,0,5,11.6,0
1227,1,9238,1,1,145.0,1,38,38,138.0,1,0,0,20,0,5,11.2,0,6,12.0,0
1228,1,9500,1,1,137.0,1,38,38,126.5,1,0,0,18,0,8,13.76375,0,8,13.76375,0
1229,1,9085,1,42,140.0,1,1,1,140.0,1,0,0,21,7,8,13.25,4,5,12.2,0
1230,1,9238,1,1,120.0,1,19,38,112.3,1,0,1,22,0,5,10.714285714285714,0,5,12.2,0
1231,1,9238,1,1,122.0,1,1,19,127.3,1,0,0,20,0,6,12.166666666666666,0,6,11.666666666666666,0
1232,1,9500,1,3,130.0,1,19,38,130.0,1,0,0,23,1,6,14.357142857142858,1,6,14.357142857142858,0
1233,1,9773,1,1,133.1,1,3,1,115.0,1,0,0,19,0,6,12.833333333333334,0,6,12.666666666666666,0
1234,1,9500,1,1,150.0,1,1,37,131.5,1,0,0,19,0,7,13.925714285714283,0,7,13.925714285714283,0
1235,1,9991,0,1,133.1,1,19,38,125.7,1,0,0,26,0,2,12.0,0,3,11.0,1
1236,1,9500,1,1,141.0,1,1,37,126.8,1,0,0,18,0,7,13.44285714285714,0,8,13.744444444444444,0
1237,1,9119,1,1,146.0,1,1,37,132.4,1,1,0,18,0,1,16.0,0,0,0.0,1
1238,1,9003,1,39,150.0,1,38,37,150.0,1,1,0,20,0,6,13.125,0,6,13.2,0
1239,1,9670,1,1,133.1,1,3,1,95.0,1,1,0,19,0,0,0.0,0,0,0.0,1
1240,1,9991,0,1,120.0,1,37,37,128.2,0,1,0,32,5,5,11.4,4,4,11.0,1
1241,2,9130,1,1,150.0,1,19,19,130.0,0,1,0,31,0,2,11.0,0,3,11.666666666666666,1
1242,1,9119,1,19,133.1,1,1,19,100.0,1,1,0,25,0,1,11.0,0,1,10.0,0
1243,1,9085,1,39,140.0,1,19,3,159.9,1,0,0,21,2,5,13.666666666666666,2,5,13.0,0
1244,2,9991,0,1,140.0,1,37,37,100.0,0,0,0,31,2,4,11.75,0,1,10.0,1
1245,2,9853,1,1,133.1,1,37,37,116.5,1,0,0,34,0,1,10.0,0,1,13.0,1
1246,1,9238,1,1,128.0,1,19,19,120.0,1,0,1,18,0,6,13.5,0,6,12.833333333333334,0
1247,1,9238,1,1,117.0,1,19,19,117.0,1,0,0,19,0,0,0.0,0,0,0.0,1
1248,1,9670,1,42,140.0,1,19,37,140.0,1,0,0,21,0,1,12.0,0,1,11.0,0
1249,1,9853,1,1,124.0,1,38,37,118.1,0,0,0,18,0,3,13.0,0,5,11.8,1
1250,1,9254,1,1,158.0,1,19,39,153.5,1,0,0,20,0,6,14.833333333333334,0,6,16.0,0
1251,1,9773,1,1,137.0,1,38,37,127.9,1,0,0,20,0,6,11.833333333333334,0,6,12.857142857142858,0
1252,1,9670,1,1,123.0,1,38,38,118.8,1,0,1,18,0,5,12.0,0,5,12.333333333333334,0
1253,1,9238,1,1,126.0,1,38,38,126.7,1,0,0,19,0,4,12.75,0,6,11.333333333333334,0
1254,1,9085,1,1,170.0,1,19,19,170.0,1,0,0,19,0,0,0.0,0,4,14.75,0
1255,2,9130,1,1,133.1,1,3,1,110.0,1,0,1,30,0,0,0.0,0,1,10.0,1
1256,1,9238,1,1,115.0,1,19,38,115.0,1,0,0,19,0,6,12.0,0,6,12.857142857142858,0
1257,1,9556,1,1,132.0,1,38,37,119.0,1,0,0,19,0,7,11.677777777777775,0,8,13.8,0
1258,1,9500,1,1,132.0,1,1,37,121.8,1,0,1,19,0,7,13.6,0,7,13.6,0
1259,1,9085,1,1,143.0,1,19,38,133.4,1,0,0,19,0,6,16.0,0,6,15.875,0
1260,1,9238,1,1,137.0,1,1,1,131.4,1,0,0,20,0,5,11.8,0,6,11.5,0
1261,1,9119,1,1,130.0,1,19,37,135.0,1,1,0,25,0,0,0.0,2,2,14.0,1
1262,1,9773,1,1,121.0,1,19,19,122.8,1,1,0,19,0,0,0.0,0,0,0.0,1
1263,2,9853,1,1,130.0,1,37,19,140.0,1,0,1,34,0,6,16.142857142857142,0,6,16.2,0
1264,1,9500,1,1,135.0,1,38,37,125.3,1,0,1,18,0,7,11.785714285714286,0,7,11.785714285714286,0
1265,1,9500,1,1,137.0,1,1,1,126.3,1,0,1,18,0,8,13.42375,0,8,13.42375,0
1266,1,9670,1,1,100.0,1,38,38,100.0,1,0,0,20,0,6,12.5,0,5,14.166666666666666,0
1267,1,9500,1,1,127.0,1,19,37,121.3,1,0,1,20,0,7,12.464285714285714,0,7,12.464285714285714,0
1268,1,9991,0,1,140.0,1,38,38,135.0,1,0,0,23,6,8,12.375,3,5,12.6,0
1269,1,9670,1,1,140.0,1,37,37,120.0,1,0,0,28,0,1,10.0,0,0,0.0,1
1270,1,9773,1,1,121.0,1,37,19,113.7,1,0,0,18,0,5,12.6,0,6,12.428571428571429,0
1271,1,9147,1,1,131.0,1,19,38,129.7,1,0,0,19,0,5,12.6,0,4,12.4,0
1272,2,9147,1,1,151.0,1,38,37,132.1,1,0,0,34,0,2,10.0,0,4,12.0,1
1273,2,9853,1,1,130.0,1,37,37,120.3,1,0,0,35,0,0,0.0,0,0,0.0,1
1274,1,9991,0,40,120.0,1,37,37,120.0,1,0,0,32,0,5,11.6,0,5,12.333333333333334,0
1275,1,9254,1,1,136.0,1,19,19,123.1,1,0,0,19,0,6,12.166666666666666,0,6,13.5,0
1276,1,9670,1,1,125.0,1,1,19,119.4,1,0,0,18,0,4,13.6,0,5,12.666666666666666,0
1277,2,9147,1,1,133.1,1,37,37,140.0,0,0,0,35,0,4,12.5,0,5,11.8,1
1278,1,8014,0,1,133.1,1,1,12,116.5,1,1,1,24,0,4,12.25,0,4,11.5,0
1279,1,9238,1,1,120.0,1,19,37,113.0,1,0,1,20,0,6,11.714285714285714,0,6,12.625,0
1280,1,9773,1,1,143.0,11,19,19,133.9,1,1,1,18,0,6,13.5,0,6,13.0,0
1281,1,9500,1,1,133.1,1,38,19,115.5,1,1,1,20,0,7,13.024285714285714,0,7,13.024285714285714,0
1282,1,9254,1,1,121.0,1,1,19,116.5,0,1,0,18,0,0,0.0,0,0,0.0,1
1283,1,9119,1,1,168.0,1,19,19,171.2,1,1,1,18,0,5,17.333333333333332,0,5,18.571428571428573,0
1284,1,9670,1,1,124.0,1,19,37,119.1,1,1,1,20,0,4,11.0,0,4,11.5,0
1285,1,9853,1,1,127.0,1,19,38,121.1,1,1,0,19,0,6,13.666666666666666,0,6,12.5,1
1286,1,9070,1,1,129.0,1,1,1,132.9,1,1,1,20,0,6,11.375,0,5,13.8,0
1287,1,9238,1,1,137.0,1,19,1,132.8,1,1,0,19,0,6,12.833333333333334,0,6,11.833333333333334,0
1288,1,9773,1,1,120.0,1,36,37,126.7,1,1,0,20,0,5,12.6,0,4,11.5,0
1289,1,9500,1,1,110.0,1,19,19,105.8,1,1,0,22,0,6,14.333333333333334,0,7,13.771428571428572,0
1290,1,9119,1,1,120.0,1,1,19,117.2,1,1,1,18,0,4,13.5,0,6,13.625,0
1291,1,9500,1,1,143.0,1,38,38,140.0,1,1,0,19,0,7,14.285714285714286,0,7,14.285714285714286,0
1292,1,9003,1,39,120.0,1,1,19,120.0,1,1,0,22,2,3,11.75,0,2,10.0,1
1293,1,9119,1,1,124.0,11,4,12,119.5,1,1,0,20,0,5,14.8,0,5,17.6,0
1294,2,9003,1,1,168.0,1,1,41,153.9,0,1,0,34,0,0,0.0,0,0,0.0,1
1295,2,8014,0,19,133.1,1,1,1,130.0,1,1,0,24,0,1,10.0,0,0,0.0,1
1296,1,9670,1,1,150.0,1,34,34,107.0,1,1,0,26,0,0,0.0,0,0,0.0,1
1297,1,9500,1,1,140.0,1,37,37,132.8,1,1,0,35,0,4,12.6,0,5,12.38,1
1298,1,9991,0,1,145.0,1,2,37,127.5,1,1,0,22,0,5,12.428571428571429,0,5,11.8,0
1299,1,9254,1,1,118.0,1,38,38,123.3,1,1,0,26,0,4,10.0,0,3,12.0,0
1300,1,9147,1,1,123.0,1,1,19,122.0,1,1,0,19,0,3,12.333333333333334,0,0,0.0,1
1301,1,9254,1,1,120.0,1,3,19,114.8,0,1,0,19,0,0,0.0,0,0,0.0,1
1302,1,171,1,39,140.0,1,3,3,140.0,1,1,0,20,0,0,0.0,0,0,0.0,0
1303,1,9670,1,1,126.0,1,3,3,111.0,1,1,0,21,5,10,12.1,2,8,13.333333333333334,0
1304,1,9773,1,1,137.0,1,1,19,133.2,1,0,1,19,0,6,14.714285714285714,0,6,15.0,0
1305,1,9773,1,1,130.0,1,19,19,123.0,1,0,0,18,0,6,12.666666666666666,0,6,12.833333333333334,0
1306,1,9003,1,42,150.0,1,1,38,150.0,1,0,1,23,7,12,14.384615384615383,5,10,13.3,0
1307,1,9147,1,1,147.0,1,19,38,132.3,1,0,1,18,0,5,13.4,0,5,12.2,0
1308,1,9500,1,1,140.0,1,37,38,126.0,1,0,0,18,0,7,13.314285714285717,0,7,13.314285714285717,0
1309,1,9500,1,1,132.0,1,38,38,119.3,1,0,0,19,0,7,11.98857142857143,0,7,11.98857142857143,0
1310,1,9147,1,42,130.0,1,1,19,133.8,1,0,0,21,6,11,11.545454545454543,3,8,12.88888888888889,0
1311,1,9085,1,1,130.0,1,37,37,126.5,1,0,1,18,0,6,16.46153846153846,0,6,13.875,0
1312,1,9773,1,1,151.0,1,38,37,138.4,1,0,1,24,0,6,13.666666666666666,0,6,12.833333333333334,0
1313,1,9500,1,1,144.0,1,3,39,129.0,1,0,0,18,0,7,12.65,0,8,13.411111111111111,1
1314,1,9670,1,1,127.0,1,19,1,118.3,1,0,0,18,0,6,12.333333333333334,0,3,12.0,0
1315,1,9500,1,1,131.0,1,19,37,129.8,1,0,0,20,0,6,14.37,0,7,14.65,0
1316,1,9085,1,1,123.0,1,1,19,113.6,1,0,0,19,0,3,12.0,0,4,11.75,0
1317,1,9773,1,1,130.0,1,34,38,128.3,0,0,1,18,0,3,12.0,0,3,10.666666666666666,1
1318,1,9254,1,1,130.0,1,1,19,130.0,1,0,1,19,0,4,12.0,0,3,11.0,1
1319,1,9853,1,1,131.0,1,1,38,121.9,1,0,0,19,0,5,12.6,0,5,11.2,0
1320,1,9238,1,3,135.0,1,1,38,129.4,1,0,0,18,0,6,12.166666666666666,0,6,12.333333333333334,0
1321,1,9853,1,1,123.0,1,19,1,115.3,1,0,0,20,0,6,13.5,0,6,14.0,0
1322,1,9500,1,1,145.0,1,38,38,125.5,1,0,1,18,0,8,13.76375,0,8,13.76375,0
1323,1,9556,1,1,118.0,1,38,38,117.8,1,0,1,19,0,6,12.4,0,6,12.8,0
1324,1,9147,1,1,125.0,1,3,38,118.7,1,0,0,18,0,4,10.666666666666666,0,2,12.0,0
1325,1,9500,1,1,152.0,1,37,37,139.0,1,0,0,18,0,6,14.333333333333334,0,6,14.333333333333334,0
1326,1,9085,1,1,101.0,1,1,37,98.9,1,0,0,21,0,4,12.5,0,2,12.666666666666666,0
1327,1,9254,1,1,137.0,1,34,38,137.7,0,0,0,19,0,1,10.0,0,0,0.0,1
1328,1,9500,1,1,123.0,1,1,1,113.6,1,0,0,21,0,7,14.69625,0,8,14.622222222222224,0
1329,1,9085,1,1,120.0,1,4,1,113.4,1,0,0,18,0,4,11.5,0,3,13.75,0
1330,1,9556,1,1,131.0,1,19,38,128.5,1,0,1,18,0,7,12.855555555555556,0,8,13.9125,0
1331,1,9500,1,1,141.0,1,1,1,142.8,1,0,0,18,0,7,13.7,0,8,13.994444444444444,0
1332,1,9130,1,1,144.0,1,3,1,137.7,0,0,0,23,0,0,0.0,1,1,12.0,1
1333,1,9238,1,1,107.0,1,19,37,103.5,1,0,0,20,0,3,11.2,0,4,12.0,0
1334,1,9500,1,1,133.0,1,38,38,123.2,1,0,0,18,0,7,13.285714285714286,0,8,13.333333333333334,0
1335,1,9853,1,1,126.0,1,1,19,126.0,1,0,0,19,0,5,13.0,0,5,10.4,0
1336,1,9500,1,1,133.1,1,1,38,121.7,1,0,1,27,0,6,12.6,0,6,11.685714285714283,0
1337,1,9147,1,1,147.0,1,37,37,142.8,0,0,1,19,0,5,12.8,0,4,12.0,0
1338,1,9130,1,1,120.0,1,1,19,120.0,1,0,0,21,0,5,11.5,0,5,11.0,1
1339,1,9500,1,1,130.0,1,37,38,119.3,1,0,1,19,0,7,11.4,0,7,11.4,0
1340,1,9238,1,1,120.0,1,37,37,121.0,1,0,1,21,3,6,12.333333333333334,2,6,11.333333333333334,0
1341,1,9773,1,1,138.0,1,19,19,139.4,1,0,0,18,0,5,12.8,0,4,12.2,0
1342,1,9085,1,1,124.0,1,19,38,113.9,1,0,1,20,0,5,12.0,0,4,15.0,0
1343,1,9853,1,1,133.0,1,37,37,124.6,1,0,1,18,0,5,13.0,0,5,13.5,0
1344,1,9070,1,1,122.0,1,1,1,123.8,0,0,1,18,0,6,11.833333333333334,0,6,11.0,1
1345,1,9085,1,1,138.0,1,1,3,126.3,1,0,0,18,0,6,14.0,0,6,13.333333333333334,0
1346,1,9773,1,1,134.0,1,1,1,120.4,1,0,1,18,0,6,12.333333333333334,0,6,13.5,0
1347,1,9500,1,1,128.0,1,1,1,120.5,1,0,1,19,0,5,13.04,0,7,12.5,0
1348,1,9085,1,42,140.0,1,19,38,144.9,0,0,0,23,7,11,13.166666666666666,4,8,13.333333333333334,0
1349,1,9085,1,19,133.1,1,19,19,139.9,1,0,1,24,1,6,12.5,0,6,12.833333333333334,0
1350,1,171,1,1,142.0,1,1,1,133.3,1,0,0,19,0,0,0.0,0,0,0.0,0
1351,1,9500,1,1,141.0,1,19,19,126.0,1,0,0,18,0,7,15.657142857142857,0,7,15.657142857142857,0
1352,1,9070,1,1,145.0,1,1,19,133.5,1,0,0,19,0,6,12.166666666666666,0,6,11.333333333333334,0
1353,1,9853,1,1,145.0,1,38,19,127.9,1,0,0,19,0,0,0.0,0,0,0.0,1
1354,1,9238,1,1,108.0,1,1,38,105.9,1,0,1,20,0,5,10.6,0,5,11.166666666666666,0
1355,1,9085,1,1,132.0,1,1,12,124.3,1,0,0,20,0,6,13.428571428571429,0,5,12.666666666666666,0
1356,1,9773,1,1,140.0,1,34,37,102.5,1,0,0,26,0,4,11.75,0,0,0.0,1
1357,1,9254,1,19,133.1,1,19,1,97.0,0,1,0,36,0,0,0.0,0,0,0.0,1
1358,1,171,1,1,128.0,1,1,1,134.7,0,1,0,19,0,0,0.0,0,0,0.0,1
1359,1,9119,1,1,120.0,1,19,37,113.8,0,1,0,27,0,0,0.0,0,0,0.0,1
1360,1,9119,1,1,120.0,1,3,1,116.9,1,1,0,18,0,1,13.0,0,0,0.0,1
1361,1,9500,1,1,139.0,1,37,38,124.0,1,1,1,18,0,7,13.331428571428573,0,7,13.331428571428573,0
1362,1,9070,1,1,139.3,1,38,38,117.5,1,1,0,28,0,0,0.0,0,0,0.0,1
1363,1,171,1,39,150.0,1,19,1,154.8,1,1,0,21,0,0,0.0,0,0,0.0,0
1364,1,9500,1,1,138.0,1,19,37,141.0,1,1,0,19,0,6,13.7,0,6,13.7,0
1365,1,9670,1,9,133.1,1,6,22,120.0,0,1,0,26,0,0,0.0,0,0,0.0,1
1366,1,9119,1,1,136.0,1,1,19,133.6,1,1,0,20,4,9,13.454545454545457,2,6,13.875,1
1367,1,9500,1,1,134.0,1,38,38,122.0,1,1,0,19,0,7,12.2,0,7,12.2,0
1368,1,9147,1,1,140.0,1,19,19,120.0,1,1,0,21,0,3,10.0,0,4,11.0,1
1369,1,9670,1,42,110.0,1,1,19,114.2,1,1,1,23,0,5,13.0,0,6,12.857142857142858,0
1370,1,8014,0,38,133.1,1,38,37,95.5,1,1,0,29,0,6,12.0,0,6,14.0,0
1371,1,9500,1,1,129.0,1,1,1,120.0,1,1,0,20,0,7,15.028571428571428,0,7,15.028571428571428,0
1372,1,9238,1,1,116.0,1,1,19,111.1,1,1,0,18,0,6,12.0,0,6,11.714285714285714,0
1373,1,9773,1,1,130.0,1,1,38,128.6,1,1,0,19,0,5,12.0,0,5,12.4,0
1374,1,9556,1,3,130.0,1,1,37,130.0,0,1,0,23,3,3,13.666666666666666,3,3,11.333333333333334,1
1375,1,171,1,1,116.0,1,38,1,111.1,1,1,0,21,0,0,0.0,0,0,0.0,1
1376,1,9147,1,1,136.0,1,1,1,122.7,1,1,0,18,0,5,12.0,0,4,12.5,0
1377,1,171,1,1,147.0,1,37,19,134.4,1,1,1,18,0,0,0.0,0,0,0.0,0
1378,1,9070,1,1,117.0,1,19,37,131.0,0,1,0,21,0,1,14.0,0,0,0.0,1
1379,1,9238,1,1,141.0,1,1,1,125.0,1,1,0,22,0,0,0.0,0,0,0.0,1
1380,1,9556,1,1,133.1,1,3,19,106.0,1,1,0,21,0,7,12.375,0,5,12.583333333333334,0
1381,1,9500,1,1,133.1,1,38,19,128.0,0,1,0,32,0,0,0.0,0,0,0.0,1
1382,1,9003,1,3,120.0,1,1,19,120.0,1,1,0,27,14,18,11.421052631578949,10,13,11.076923076923077,0
1383,1,9500,1,1,148.0,1,19,38,134.8,1,1,0,18,0,6,13.35,0,6,13.35,0
1384,1,9070,1,1,130.0,1,1,1,112.0,1,1,1,24,0,6,15.0,0,2,16.0,0
1385,1,9130,1,1,120.0,1,19,37,116.1,1,1,0,22,0,2,10.5,0,0,0.0,1
1386,1,9130,1,1,120.0,1,2,3,120.0,0,1,0,22,0,0,0.0,0,0,0.0,1
1387,1,9147,1,1,133.0,1,37,37,119.7,1,1,0,19,0,5,13.25,0,5,11.833333333333334,0
1388,1,9119,1,1,129.0,1,37,13,117.1,1,1,0,19,0,0,0.0,0,0,0.0,1
1389,1,9085,1,1,118.0,1,1,19,112.4,1,1,0,21,0,4,11.5,0,3,10.6,0
1390,1,9500,1,1,140.0,1,1,1,131.0,1,0,1,18,0,8,13.88125,0,8,13.88125,0
1391,1,9254,1,1,127.0,1,3,19,130.9,1,0,0,18,0,6,11.333333333333334,0,5,12.6,0
1392,1,171,1,1,131.0,1,19,19,134.9,1,0,0,20,0,0,0.0,0,0,0.0,1
1393,1,9238,1,1,132.0,1,1,19,127.1,1,0,0,19,0,6,12.857142857142858,0,6,13.666666666666666,0
1394,1,9773,1,1,113.0,1,38,38,110.2,1,0,0,19,0,5,11.6,0,6,12.5,0
1395,1,9254,1,1,115.0,1,12,1,108.7,1,0,1,18,0,5,11.4,0,6,11.333333333333334,0
1396,1,9130,1,1,133.1,1,1,1,138.0,1,0,0,20,0,6,13.333333333333334,0,6,13.0,0
1397,1,9070,1,39,150.0,1,12,37,147.7,1,0,1,22,2,7,13.571428571428571,5,9,13.77777777777778,0
1398,2,9556,1,19,133.1,1,37,38,123.0,1,0,0,31,0,6,11.833333333333334,0,7,12.228571428571428,0
1399,1,9853,1,1,141.0,1,19,19,142.8,1,0,1,19,0,7,14.428571428571429,0,7,14.142857142857142,0
1400,1,171,1,1,140.0,1,1,3,138.3,1,0,0,18,0,0,0.0,0,0,0.0,0
1401,1,9254,1,1,136.0,1,38,38,125.2,1,0,1,18,0,6,12.285714285714286,0,5,12.4,0
1402,1,9085,1,1,140.0,1,12,1,141.8,1,0,0,21,0,5,14.4,0,5,13.8,0
1403,1,9500,1,1,143.0,1,38,1,130.6,1,0,1,18,0,7,13.15,0,8,15.06875,0
1404,1,9147,1,39,130.0,22,2,37,130.0,0,1,0,25,0,0,0.0,0,0,0.0,1
1405,1,9119,1,1,133.1,41,1,3,100.0,1,1,0,21,0,0,0.0,0,0,0.0,1
1406,1,9500,1,1,129.0,1,38,37,119.0,1,0,1,19,0,7,12.342857142857143,0,7,12.342857142857143,0
1407,1,9773,1,1,132.0,1,38,1,124.3,1,0,0,19,0,5,12.2,0,5,10.8,0
1408,1,9254,1,1,118.0,1,11,34,122.2,1,0,0,22,0,4,10.5,0,1,11.0,1
1409,1,9147,1,1,150.0,1,38,1,150.0,1,1,0,19,0,5,10.6,0,5,11.6,0
1410,1,8014,0,19,133.1,1,37,37,135.5,1,0,0,58,0,0,0.0,0,0,0.0,1
1411,1,9238,1,1,122.0,1,19,37,127.3,1,0,1,19,0,4,11.25,0,6,12.0,0
1412,1,9670,1,1,127.0,22,37,37,127.0,1,1,0,23,3,6,10.5,4,10,11.7,0
1413,1,9773,1,1,122.0,1,37,37,126.9,1,0,1,19,0,4,11.0,0,3,11.666666666666666,0
1414,1,9500,1,1,131.0,1,19,1,127.5,1,0,0,18,0,7,13.457142857142856,0,8,14.5125,0
1415,1,9085,1,1,130.0,1,19,19,122.0,1,0,0,20,0,5,12.6,0,4,12.333333333333334,0
1416,1,9085,1,1,130.0,1,19,19,115.8,0,0,0,18,0,0,0.0,0,0,0.0,1
1417,1,9670,1,1,130.0,1,3,19,121.6,1,0,0,18,0,6,13.666666666666666,0,5,13.6,0
1418,1,9147,1,1,122.0,1,19,19,116.4,1,0,1,18,0,5,11.6,0,5,11.8,0
1419,1,9130,1,1,114.0,1,38,38,120.0,1,0,0,24,0,6,12.571428571428571,0,5,12.833333333333334,1
1420,1,9853,1,1,143.0,1,37,37,127.3,1,0,0,18,0,5,11.8,0,5,11.4,1
1421,1,9147,1,1,127.0,1,1,38,123.5,1,0,1,19,0,5,11.6,0,3,12.666666666666666,0
1422,1,9238,1,1,141.0,1,19,38,125.6,1,0,1,19,0,6,11.333333333333334,0,6,11.833333333333334,0
1423,1,9254,1,1,129.0,1,38,38,118.5,1,0,0,18,0,6,10.666666666666666,0,6,11.5,0
1424,1,9130,1,1,140.0,1,19,37,129.5,1,0,0,18,0,4,13.5,0,5,13.4,0
1425,1,171,1,1,137.0,1,19,19,134.6,1,0,1,19,0,0,0.0,0,0,0.0,0
1426,1,9085,1,1,140.0,1,4,4,140.0,1,0,0,22,2,6,13.333333333333334,1,4,11.5,0
1427,1,9254,1,1,143.0,1,2,37,133.2,1,0,0,19,0,5,13.4,0,2,13.5,0
1428,2,9238,1,1,138.0,1,37,37,133.5,1,0,1,21,0,3,10.2,0,4,12.25,0
1429,1,9773,1,1,120.0,1,19,38,117.9,1,0,1,21,0,5,13.0,0,6,12.833333333333334,0
1430,1,9500,1,1,144.0,1,38,38,128.0,1,0,1,18,0,7,12.90857142857143,0,7,12.90857142857143,0
1431,1,9853,1,1,123.0,1,1,12,113.2,1,0,0,20,0,4,12.0,0,1,10.0,1
1432,1,9254,1,1,129.0,1,37,38,122.0,1,0,1,18,0,6,10.833333333333334,0,5,11.0,0
1433,1,9070,1,1,152.0,1,1,38,156.9,1,0,0,19,0,6,15.333333333333334,0,6,15.833333333333334,0
1434,1,9500,1,1,130.0,1,1,38,125.1,1,0,1,18,0,6,12.816666666666668,0,6,12.875,0
1435,1,9147,1,1,133.1,41,41,1,100.0,0,1,0,26,6,6,13.0,2,2,14.0,1
1436,1,9119,1,1,160.0,32,1,3,160.0,1,0,0,19,0,2,13.5,0,2,11.0,0
1437,2,8014,0,1,140.0,1,37,37,101.0,1,0,0,35,0,6,12.5,0,6,12.166666666666666,0
1438,1,9670,1,1,133.0,1,1,1,121.5,1,0,1,19,0,6,13.0,0,6,14.333333333333334,0
1439,1,9085,1,1,138.0,1,38,37,126.8,1,1,0,18,0,4,11.75,0,5,12.571428571428571,0
1440,1,9670,1,1,142.0,1,19,19,132.9,1,1,0,19,0,4,12.5,0,4,14.25,0
1441,1,171,1,1,115.0,1,1,1,134.3,1,1,0,25,16,17,11.61111111111111,14,17,12.055555555555555,0
1442,1,9254,1,1,125.0,1,1,1,120.5,1,1,0,18,0,6,14.0,0,6,14.666666666666666,0
1443,1,9003,1,1,170.0,1,1,4,144.1,0,1,0,26,0,0,0.0,0,0,0.0,1
1444,1,9991,0,1,140.0,1,1,1,100.0,1,1,0,34,0,5,13.8,0,5,13.833333333333334,0
1445,1,9254,1,1,110.0,1,4,19,114.8,0,1,0,18,0,0,0.0,0,0,0.0,1
1446,1,171,1,1,114.0,1,3,29,111.9,0,1,0,18,0,0,0.0,0,0,0.0,1
1447,1,9119,1,1,138.0,1,1,19,125.4,1,1,1,18,0,4,12.25,0,3,12.333333333333334,1
1448,1,9003,1,39,140.0,1,37,37,140.0,1,1,0,20,0,3,11.5,0,3,13.666666666666666,1
1449,1,9070,1,39,140.0,1,1,19,140.0,1,1,0,25,2,6,12.571428571428571,5,9,12.555555555555555,0
1450,1,9130,1,1,132.0,1,2,1,127.8,1,1,0,18,0,6,12.0,0,5,12.166666666666666,1
1451,1,9003,1,1,148.0,1,19,37,131.6,1,1,0,19,8,11,12.0,4,12,12.307692307692308,0
1452,1,171,1,1,132.0,1,1,1,119.4,1,1,0,20,0,0,0.0,0,0,0.0,1
1453,1,9238,1,1,126.0,1,19,37,129.9,1,1,1,20,1,6,12.0,2,6,11.166666666666666,0
1454,1,9119,1,1,121.0,1,3,1,114.0,1,1,0,20,0,4,11.6,0,4,12.25,0
1455,1,9147,1,1,120.0,1,1,37,113.4,1,1,1,19,0,0,0.0,0,0,0.0,1
1456,1,9147,1,1,123.0,1,1,19,117.8,1,1,0,20,0,5,12.0,0,4,13.0,0
1457,1,9500,1,1,122.0,1,1,1,114.3,1,1,0,18,0,6,13.976666666666668,0,6,12.041666666666666,0
1458,1,9670,1,1,136.0,1,2,38,129.7,1,1,0,19,0,4,12.5,0,1,10.0,0
1459,1,9147,1,1,119.0,1,37,37,112.0,0,1,0,20,0,0,0.0,0,0,0.0,1
1460,1,9670,1,1,120.0,1,38,37,140.0,1,1,0,24,0,4,10.5,0,4,12.5,1
1461,1,9003,1,39,150.0,1,38,38,150.0,1,1,0,20,0,5,12.857142857142858,0,6,12.3,0
1462,1,9670,1,1,121.0,1,3,19,122.4,1,1,0,19,0,3,11.666666666666666,0,4,12.0,0
