Marital_Status,Course,Attendance,Prev_Qua,Prev_Qua_Grade,Region,Mother_Qua,Father_Qua,Adm_Grade,Tui_Up_to_Date,Gender,S_Holder,Age_at_Enroll,Cur_U_1st_Sem_Credit,Cur_U_1st_Sem_Grade,Cur_U_2nd_Sem_Credit,Cur_U_2nd_Sem_Grade,SAP
married,social service,present,Diploma,151.0,south west,others,others,132.1,yes,female,no,34,0,10.0,0,12.0,droupout
married,business,present,Diploma,130.0,south west,others,others,120.3,yes,female,no,35,0,0.0,0,0.0,droupout
unmarried,design,absent,OND,120.0,south west,others,others,120.0,yes,female,no,32,0,11.6,0,12.333333333333334,graduate
unmarried,education,present,Diploma,136.0,south west,BSC,BSC,123.1,yes,female,no,19,0,12.166666666666666,0,13.5,graduate
unmarried,agronomy,present,Diploma,125.0,south west,SSCE,BSC,119.4,yes,female,no,18,0,13.6,0,12.666666666666666,graduate
married,social service,present,Diploma,133.1,south west,others,others,140.0,no,female,no,35,0,12.5,0,11.8,droupout
unmarried,journalism,absent,Diploma,133.1,south west,SSCE,HND,116.5,yes,male,yes,24,0,12.25,0,11.5,graduate
unmarried,information technology,present,Diploma,120.0,south west,BSC,others,113.0,yes,female,yes,20,0,11.714285714285714,0,12.625,graduate
unmarried,accounting,present,Diploma,143.0,south west,BSC,BSC,133.9,yes,male,yes,18,0,13.5,0,13.0,graduate
unmarried,management,present,Diploma,133.1,south west,others,BSC,115.5,yes,male,yes,20,0,13.024285714285714,0,13.024285714285714,graduate
unmarried,education,present,Diploma,121.0,south west,SSCE,BSC,116.5,no,male,no,18,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,168.0,south west,BSC,BSC,171.2,yes,male,yes,18,0,17.333333333333332,0,18.571428571428573,graduate
unmarried,agronomy,present,Diploma,124.0,south west,BSC,others,119.1,yes,male,yes,20,0,11.0,0,11.5,graduate
unmarried,business,present,Diploma,127.0,south west,BSC,others,121.1,yes,male,no,19,0,13.666666666666666,0,12.5,droupout
unmarried,nursing,present,Diploma,129.0,south west,SSCE,SSCE,132.9,yes,male,yes,20,0,11.375,0,13.8,graduate
unmarried,information technology,present,Diploma,137.0,south west,BSC,SSCE,132.8,yes,male,no,19,0,12.833333333333334,0,11.833333333333334,graduate
unmarried,accounting,present,Diploma,120.0,south west,PHD,others,126.7,yes,male,no,20,0,12.6,0,11.5,graduate
unmarried,management,present,Diploma,110.0,south west,BSC,BSC,105.8,yes,male,no,22,0,14.333333333333334,0,13.771428571428572,graduate
unmarried,finance,present,Diploma,120.0,south west,SSCE,BSC,117.2,yes,male,yes,18,0,13.5,0,13.625,graduate
unmarried,management,present,Diploma,143.0,south west,others,others,140.0,yes,male,no,19,0,14.285714285714286,0,14.285714285714286,graduate
unmarried,law,present,OND,120.0,south west,SSCE,BSC,120.0,yes,male,no,22,2,11.75,0,10.0,droupout
unmarried,finance,present,Diploma,124.0,south west,SSCE,HND,119.5,yes,male,no,20,0,14.8,0,17.6,graduate
married,law,present,Diploma,168.0,south west,SSCE,others,153.9,no,male,no,34,0,0.0,0,0.0,droupout
married,journalism,absent,HND,133.1,south west,SSCE,SSCE,130.0,yes,male,no,24,0,10.0,0,0.0,droupout
unmarried,agronomy,present,Diploma,150.0,south west,PHD,PHD,107.0,yes,male,no,26,0,0.0,0,0.0,droupout
unmarried,management,present,Diploma,140.0,south west,others,others,132.8,yes,male,no,35,0,12.6,0,12.38,droupout
unmarried,design,absent,Diploma,145.0,south west,SSCE,others,127.5,yes,male,no,22,0,12.428571428571429,0,11.8,graduate
unmarried,education,present,Diploma,118.0,south west,others,others,123.3,yes,male,no,26,0,10.0,0,12.0,graduate
unmarried,social service,present,Diploma,123.0,south west,SSCE,BSC,122.0,yes,male,no,19,0,12.333333333333334,0,0.0,droupout
unmarried,education,present,Diploma,120.0,south west,SSCE,BSC,114.8,no,male,no,19,0,0.0,0,0.0,droupout
unmarried,chemistry,present,OND,140.0,south west,SSCE,SSCE,140.0,yes,male,no,20,0,0.0,0,0.0,graduate
unmarried,agronomy,present,Diploma,126.0,south west,SSCE,SSCE,111.0,yes,male,no,21,5,12.1,2,13.333333333333334,graduate
unmarried,accounting,present,Diploma,137.0,south west,SSCE,BSC,133.2,yes,female,yes,19,0,14.714285714285714,0,15.0,graduate
unmarried,accounting,present,Diploma,130.0,south west,BSC,BSC,123.0,yes,female,no,18,0,12.666666666666666,0,12.833333333333334,graduate
unmarried,law,present,OND,150.0,south west,SSCE,others,150.0,yes,female,yes,23,7,14.384615384615383,5,13.3,graduate
unmarried,social service,present,Diploma,147.0,south west,BSC,others,132.3,yes,female,yes,18,0,13.4,0,12.2,graduate
unmarried,management,present,Diploma,140.0,south west,others,others,126.0,yes,female,no,18,0,13.314285714285717,0,13.314285714285717,graduate
unmarried,management,present,Diploma,132.0,south west,others,others,119.3,yes,female,no,19,0,11.98857142857143,0,11.98857142857143,graduate
unmarried,social service,present,OND,130.0,south west,SSCE,BSC,133.8,yes,female,no,21,6,11.545454545454543,3,12.88888888888889,graduate
unmarried,economics,present,Diploma,130.0,south west,others,others,126.5,yes,female,yes,18,0,16.46153846153846,0,13.875,graduate
unmarried,accounting,present,Diploma,151.0,south west,others,others,138.4,yes,female,yes,24,0,13.666666666666666,0,12.833333333333334,graduate
unmarried,management,present,Diploma,144.0,south west,SSCE,others,129.0,yes,female,no,18,0,12.65,0,13.411111111111111,droupout
unmarried,agronomy,present,Diploma,127.0,south west,BSC,SSCE,118.3,yes,female,no,18,0,12.333333333333334,0,12.0,graduate
unmarried,management,present,Diploma,131.0,south west,BSC,others,129.8,yes,female,no,20,0,14.37,0,14.65,graduate
unmarried,economics,present,Diploma,123.0,south west,SSCE,BSC,113.6,yes,female,no,19,0,12.0,0,11.75,graduate
unmarried,accounting,present,Diploma,130.0,south west,PHD,others,128.3,no,female,yes,18,0,12.0,0,10.666666666666666,droupout
unmarried,education,present,Diploma,130.0,south west,SSCE,BSC,130.0,yes,female,yes,19,0,12.0,0,11.0,droupout
unmarried,business,present,Diploma,131.0,south west,SSCE,others,121.9,yes,female,no,19,0,12.6,0,11.2,graduate
unmarried,information technology,present,Diploma,135.0,south west,SSCE,others,129.4,yes,female,no,18,0,12.166666666666666,0,12.333333333333334,graduate
unmarried,business,present,Diploma,123.0,south west,BSC,SSCE,115.3,yes,female,no,20,0,13.5,0,14.0,graduate
unmarried,management,present,Diploma,145.0,south west,others,others,125.5,yes,female,yes,18,0,13.76375,0,13.76375,graduate
unmarried,philosophy,present,Diploma,118.0,south west,others,others,117.8,yes,female,yes,19,0,12.4,0,12.8,graduate
unmarried,social service,present,Diploma,125.0,south west,SSCE,others,118.7,yes,female,no,18,0,10.666666666666666,0,12.0,graduate
unmarried,management,present,Diploma,152.0,south west,others,others,139.0,yes,female,no,18,0,14.333333333333334,0,14.333333333333334,graduate
unmarried,economics,present,Diploma,101.0,south west,SSCE,others,98.9,yes,female,no,21,0,12.5,0,12.666666666666666,graduate
unmarried,education,present,Diploma,137.0,south west,PHD,others,137.7,no,female,no,19,0,10.0,0,0.0,droupout
unmarried,management,present,Diploma,123.0,south west,SSCE,SSCE,113.6,yes,female,no,21,0,14.69625,0,14.622222222222224,graduate
unmarried,economics,present,Diploma,120.0,south west,SSCE,SSCE,113.4,yes,female,no,18,0,11.5,0,13.75,graduate
unmarried,philosophy,present,Diploma,131.0,south west,BSC,others,128.5,yes,female,yes,18,0,12.855555555555556,0,13.9125,graduate
unmarried,management,present,Diploma,141.0,south west,SSCE,SSCE,142.8,yes,female,no,18,0,13.7,0,13.994444444444444,graduate
unmarried,biology,present,Diploma,144.0,south west,SSCE,SSCE,137.7,no,female,no,23,0,0.0,1,12.0,droupout
unmarried,information technology,present,Diploma,107.0,south west,BSC,others,103.5,yes,female,no,20,0,11.2,0,12.0,graduate
unmarried,management,present,Diploma,133.0,south west,others,others,123.2,yes,female,no,18,0,13.285714285714286,0,13.333333333333334,graduate
unmarried,business,present,Diploma,126.0,south west,SSCE,BSC,126.0,yes,female,no,19,0,13.0,0,10.4,graduate
unmarried,management,present,Diploma,133.1,south west,SSCE,others,121.7,yes,female,yes,27,0,12.6,0,11.685714285714283,graduate
unmarried,social service,present,Diploma,147.0,south west,others,others,142.8,no,female,yes,19,0,12.8,0,12.0,graduate
unmarried,biology,present,Diploma,120.0,south west,SSCE,BSC,120.0,yes,female,no,21,0,11.5,0,11.0,droupout
unmarried,management,present,Diploma,130.0,south west,others,others,119.3,yes,female,yes,19,0,11.4,0,11.4,graduate
unmarried,information technology,present,Diploma,120.0,south west,others,others,121.0,yes,female,yes,21,3,12.333333333333334,2,11.333333333333334,graduate
unmarried,accounting,present,Diploma,138.0,south west,BSC,BSC,139.4,yes,female,no,18,0,12.8,0,12.2,graduate
unmarried,economics,present,Diploma,124.0,south west,BSC,others,113.9,yes,female,yes,20,0,12.0,0,15.0,graduate
unmarried,business,present,Diploma,133.0,south west,others,others,124.6,yes,female,yes,18,0,13.0,0,13.5,graduate
unmarried,nursing,present,Diploma,122.0,south west,SSCE,SSCE,123.8,no,female,yes,18,0,11.833333333333334,0,11.0,droupout
unmarried,economics,present,Diploma,138.0,south west,SSCE,SSCE,126.3,yes,female,no,18,0,14.0,0,13.333333333333334,graduate
unmarried,accounting,present,Diploma,134.0,south west,SSCE,SSCE,120.4,yes,female,yes,18,0,12.333333333333334,0,13.5,graduate
unmarried,management,present,Diploma,128.0,south west,SSCE,SSCE,120.5,yes,female,yes,19,0,13.04,0,12.5,graduate
unmarried,economics,present,OND,140.0,south west,BSC,others,144.9,no,female,no,23,7,13.166666666666666,4,13.333333333333334,graduate
unmarried,economics,present,HND,133.1,south west,BSC,BSC,139.9,yes,female,yes,24,1,12.5,0,12.833333333333334,graduate
unmarried,chemistry,present,Diploma,142.0,south west,SSCE,SSCE,133.3,yes,female,no,19,0,0.0,0,0.0,graduate
unmarried,management,present,Diploma,141.0,south west,BSC,BSC,126.0,yes,female,no,18,0,15.657142857142857,0,15.657142857142857,graduate
unmarried,nursing,present,Diploma,145.0,south west,SSCE,BSC,133.5,yes,female,no,19,0,12.166666666666666,0,11.333333333333334,graduate
unmarried,business,present,Diploma,145.0,south west,others,BSC,127.9,yes,female,no,19,0,0.0,0,0.0,droupout
unmarried,information technology,present,Diploma,108.0,south west,SSCE,others,105.9,yes,female,yes,20,0,10.6,0,11.166666666666666,graduate
unmarried,economics,present,Diploma,132.0,south west,SSCE,HND,124.3,yes,female,no,20,0,13.428571428571429,0,12.666666666666666,graduate
unmarried,accounting,present,Diploma,140.0,south west,PHD,others,102.5,yes,female,no,26,0,11.75,0,0.0,droupout
unmarried,education,present,HND,133.1,south west,BSC,SSCE,97.0,no,male,no,36,0,0.0,0,0.0,droupout
unmarried,chemistry,present,Diploma,128.0,south west,SSCE,SSCE,134.7,no,male,no,19,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,120.0,south west,BSC,others,113.8,no,male,no,27,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,120.0,south west,SSCE,SSCE,116.9,yes,male,no,18,0,13.0,0,0.0,droupout
unmarried,management,present,Diploma,139.0,south west,others,others,124.0,yes,male,yes,18,0,13.331428571428573,0,13.331428571428573,graduate
unmarried,nursing,present,Diploma,139.3,south west,others,others,117.5,yes,male,no,28,0,0.0,0,0.0,droupout
unmarried,chemistry,present,OND,150.0,south west,BSC,SSCE,154.8,yes,male,no,21,0,0.0,0,0.0,graduate
unmarried,management,present,Diploma,138.0,south west,BSC,others,141.0,yes,male,no,19,0,13.7,0,13.7,graduate
unmarried,agronomy,present,Diploma,133.1,south west,SSCE,BSC,120.0,no,male,no,26,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,136.0,south west,SSCE,BSC,133.6,yes,male,no,20,4,13.454545454545457,2,13.875,droupout
unmarried,management,present,Diploma,134.0,south west,others,others,122.0,yes,male,no,19,0,12.2,0,12.2,graduate
unmarried,social service,present,Diploma,140.0,south west,BSC,BSC,120.0,yes,male,no,21,0,10.0,0,11.0,droupout
unmarried,agronomy,present,OND,110.0,south west,SSCE,BSC,114.2,yes,male,yes,23,0,13.0,0,12.857142857142858,graduate
unmarried,journalism,absent,OND,133.1,south west,others,others,95.5,yes,male,no,29,0,12.0,0,14.0,graduate
unmarried,management,present,Diploma,129.0,south west,SSCE,SSCE,120.0,yes,male,no,20,0,15.028571428571428,0,15.028571428571428,graduate
unmarried,information technology,present,Diploma,116.0,south west,SSCE,BSC,111.1,yes,male,no,18,0,12.0,0,11.714285714285714,graduate
unmarried,accounting,present,Diploma,130.0,south west,SSCE,others,128.6,yes,male,no,19,0,12.0,0,12.4,graduate
unmarried,philosophy,present,Diploma,130.0,south west,SSCE,others,130.0,no,male,no,23,3,13.666666666666666,3,11.333333333333334,droupout
unmarried,chemistry,present,Diploma,116.0,south west,others,SSCE,111.1,yes,male,no,21,0,0.0,0,0.0,droupout
unmarried,social service,present,Diploma,136.0,south west,SSCE,SSCE,122.7,yes,male,no,18,0,12.0,0,12.5,graduate
unmarried,chemistry,present,Diploma,147.0,south west,others,BSC,134.4,yes,male,yes,18,0,0.0,0,0.0,graduate
unmarried,nursing,present,Diploma,117.0,south west,BSC,others,131.0,no,male,no,21,0,14.0,0,0.0,droupout
unmarried,information technology,present,Diploma,141.0,south west,SSCE,SSCE,125.0,yes,male,no,22,0,0.0,0,0.0,droupout
unmarried,philosophy,present,Diploma,133.1,south west,SSCE,BSC,106.0,yes,male,no,21,0,12.375,0,12.583333333333334,graduate
unmarried,management,present,Diploma,133.1,south west,others,BSC,128.0,no,male,no,32,0,0.0,0,0.0,droupout
unmarried,law,present,Diploma,120.0,south west,SSCE,BSC,120.0,yes,male,no,27,14,11.421052631578949,10,11.076923076923077,graduate
unmarried,management,present,Diploma,148.0,south west,BSC,others,134.8,yes,male,no,18,0,13.35,0,13.35,graduate
unmarried,nursing,present,Diploma,130.0,south west,SSCE,SSCE,112.0,yes,male,yes,24,0,15.0,0,16.0,graduate
unmarried,biology,present,Diploma,120.0,south west,BSC,others,116.1,yes,male,no,22,0,10.5,0,0.0,droupout
unmarried,biology,present,Diploma,120.0,south west,SSCE,SSCE,120.0,no,male,no,22,0,0.0,0,0.0,droupout
unmarried,social service,present,Diploma,133.0,south west,others,others,119.7,yes,male,no,19,0,13.25,0,11.833333333333334,graduate
unmarried,finance,present,Diploma,129.0,south west,others,HND,117.1,yes,male,no,19,0,0.0,0,0.0,droupout
unmarried,economics,present,Diploma,118.0,south west,SSCE,BSC,112.4,yes,male,no,21,0,11.5,0,10.6,graduate
unmarried,management,present,Diploma,140.0,south west,SSCE,SSCE,131.0,yes,female,yes,18,0,13.88125,0,13.88125,graduate
unmarried,education,present,Diploma,127.0,south west,SSCE,BSC,130.9,yes,female,no,18,0,11.333333333333334,0,12.6,graduate
unmarried,chemistry,present,Diploma,131.0,south west,BSC,BSC,134.9,yes,female,no,20,0,0.0,0,0.0,droupout
unmarried,information technology,present,Diploma,132.0,south west,SSCE,BSC,127.1,yes,female,no,19,0,12.857142857142858,0,13.666666666666666,graduate
unmarried,accounting,present,Diploma,113.0,south west,others,others,110.2,yes,female,no,19,0,11.6,0,12.5,graduate
unmarried,education,present,Diploma,115.0,south west,HND,SSCE,108.7,yes,female,yes,18,0,11.4,0,11.333333333333334,graduate
unmarried,biology,present,Diploma,133.1,south west,SSCE,SSCE,138.0,yes,female,no,20,0,13.333333333333334,0,13.0,graduate
unmarried,nursing,present,OND,150.0,south west,HND,others,147.7,yes,female,yes,22,2,13.571428571428571,5,13.77777777777778,graduate
married,philosophy,present,HND,133.1,south west,others,others,123.0,yes,female,no,31,0,11.833333333333334,0,12.228571428571428,graduate
unmarried,business,present,Diploma,141.0,south west,BSC,BSC,142.8,yes,female,yes,19,0,14.428571428571429,0,14.142857142857142,graduate
unmarried,chemistry,present,Diploma,140.0,south west,SSCE,SSCE,138.3,yes,female,no,18,0,0.0,0,0.0,graduate
unmarried,education,present,Diploma,136.0,south west,others,others,125.2,yes,female,yes,18,0,12.285714285714286,0,12.4,graduate
unmarried,economics,present,Diploma,140.0,south west,HND,SSCE,141.8,yes,female,no,21,0,14.4,0,13.8,graduate
unmarried,management,present,Diploma,143.0,south west,others,SSCE,130.6,yes,female,yes,18,0,13.15,0,15.06875,graduate
unmarried,social service,present,OND,130.0,south east,SSCE,others,130.0,no,male,no,25,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,133.1,south south,SSCE,SSCE,100.0,yes,male,no,21,0,0.0,0,0.0,droupout
unmarried,management,present,Diploma,129.0,south west,others,others,119.0,yes,female,yes,19,0,12.342857142857143,0,12.342857142857143,graduate
unmarried,accounting,present,Diploma,132.0,south west,others,SSCE,124.3,yes,female,no,19,0,12.2,0,10.8,graduate
unmarried,education,present,Diploma,118.0,south west,HND,PHD,122.2,yes,female,no,22,0,10.5,0,11.0,droupout
unmarried,social service,present,Diploma,150.0,south west,others,SSCE,150.0,yes,male,no,19,0,10.6,0,11.6,graduate
unmarried,journalism,absent,HND,133.1,south west,others,others,135.5,yes,female,no,58,0,0.0,0,0.0,droupout
unmarried,information technology,present,Diploma,122.0,south west,BSC,others,127.3,yes,female,yes,19,0,11.25,0,12.0,graduate
unmarried,agronomy,present,Diploma,127.0,south east,others,others,127.0,yes,male,no,23,3,10.5,4,11.7,graduate
unmarried,accounting,present,Diploma,122.0,south west,others,others,126.9,yes,female,yes,19,0,11.0,0,11.666666666666666,graduate
unmarried,management,present,Diploma,131.0,south west,BSC,SSCE,127.5,yes,female,no,18,0,13.457142857142856,0,14.5125,graduate
unmarried,economics,present,Diploma,130.0,south west,BSC,BSC,122.0,yes,female,no,20,0,12.6,0,12.333333333333334,graduate
unmarried,economics,present,Diploma,130.0,south west,BSC,BSC,115.8,no,female,no,18,0,0.0,0,0.0,droupout
unmarried,agronomy,present,Diploma,130.0,south west,SSCE,BSC,121.6,yes,female,no,18,0,13.666666666666666,0,13.6,graduate
unmarried,social service,present,Diploma,122.0,south west,BSC,BSC,116.4,yes,female,yes,18,0,11.6,0,11.8,graduate
unmarried,biology,present,Diploma,114.0,south west,others,others,120.0,yes,female,no,24,0,12.571428571428571,0,12.833333333333334,droupout
unmarried,business,present,Diploma,143.0,south west,others,others,127.3,yes,female,no,18,0,11.8,0,11.4,droupout
unmarried,social service,present,Diploma,127.0,south west,SSCE,others,123.5,yes,female,yes,19,0,11.6,0,12.666666666666666,graduate
unmarried,information technology,present,Diploma,141.0,south west,BSC,others,125.6,yes,female,yes,19,0,11.333333333333334,0,11.833333333333334,graduate
unmarried,education,present,Diploma,129.0,south west,others,others,118.5,yes,female,no,18,0,10.666666666666666,0,11.5,graduate
unmarried,biology,present,Diploma,140.0,south west,BSC,others,129.5,yes,female,no,18,0,13.5,0,13.4,graduate
unmarried,chemistry,present,Diploma,137.0,south west,BSC,BSC,134.6,yes,female,yes,19,0,0.0,0,0.0,graduate
unmarried,economics,present,Diploma,140.0,south west,SSCE,SSCE,140.0,yes,female,no,22,2,13.333333333333334,1,11.5,graduate
unmarried,education,present,Diploma,143.0,south west,SSCE,others,133.2,yes,female,no,19,0,13.4,0,13.5,graduate
married,information technology,present,Diploma,138.0,south west,others,others,133.5,yes,female,yes,21,0,10.2,0,12.25,graduate
unmarried,accounting,present,Diploma,120.0,south west,BSC,others,117.9,yes,female,yes,21,0,13.0,0,12.833333333333334,graduate
unmarried,management,present,Diploma,144.0,south west,others,others,128.0,yes,female,yes,18,0,12.90857142857143,0,12.90857142857143,graduate
unmarried,business,present,Diploma,123.0,south west,SSCE,HND,113.2,yes,female,no,20,0,12.0,0,10.0,droupout
unmarried,education,present,Diploma,129.0,south west,others,others,122.0,yes,female,yes,18,0,10.833333333333334,0,11.0,graduate
unmarried,nursing,present,Diploma,152.0,south west,SSCE,others,156.9,yes,female,no,19,0,15.333333333333334,0,15.833333333333334,graduate
unmarried,management,present,Diploma,130.0,south west,SSCE,others,125.1,yes,female,yes,18,0,12.816666666666668,0,12.875,graduate
unmarried,social service,present,Diploma,133.1,south south,others,SSCE,100.0,no,male,no,26,6,13.0,2,14.0,droupout
unmarried,finance,present,Diploma,160.0,south east,SSCE,SSCE,160.0,yes,female,no,19,0,13.5,0,11.0,graduate
married,journalism,absent,Diploma,140.0,south west,others,others,101.0,yes,female,no,35,0,12.5,0,12.166666666666666,graduate
unmarried,agronomy,present,Diploma,133.0,south west,SSCE,SSCE,121.5,yes,female,yes,19,0,13.0,0,14.333333333333334,graduate
unmarried,economics,present,Diploma,138.0,south west,others,others,126.8,yes,male,no,18,0,11.75,0,12.571428571428571,graduate
unmarried,agronomy,present,Diploma,142.0,south west,BSC,BSC,132.9,yes,male,no,19,0,12.5,0,14.25,graduate
unmarried,chemistry,present,Diploma,115.0,south west,SSCE,SSCE,134.3,yes,male,no,25,16,11.61111111111111,14,12.055555555555555,graduate
unmarried,education,present,Diploma,125.0,south west,SSCE,SSCE,120.5,yes,male,no,18,0,14.0,0,14.666666666666666,graduate
unmarried,law,present,Diploma,170.0,south west,SSCE,SSCE,144.1,no,male,no,26,0,0.0,0,0.0,droupout
unmarried,design,absent,Diploma,140.0,south west,SSCE,SSCE,100.0,yes,male,no,34,0,13.8,0,13.833333333333334,graduate
unmarried,education,present,Diploma,110.0,south west,SSCE,BSC,114.8,no,male,no,18,0,0.0,0,0.0,droupout
unmarried,chemistry,present,Diploma,114.0,south west,SSCE,MSC,111.9,no,male,no,18,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,138.0,south west,SSCE,BSC,125.4,yes,male,yes,18,0,12.25,0,12.333333333333334,droupout
unmarried,law,present,OND,140.0,south west,others,others,140.0,yes,male,no,20,0,11.5,0,13.666666666666666,droupout
unmarried,nursing,present,OND,140.0,south west,SSCE,BSC,140.0,yes,male,no,25,2,12.571428571428571,5,12.555555555555555,graduate
unmarried,biology,present,Diploma,132.0,south west,SSCE,SSCE,127.8,yes,male,no,18,0,12.0,0,12.166666666666666,droupout
unmarried,law,present,Diploma,148.0,south west,BSC,others,131.6,yes,male,no,19,8,12.0,4,12.307692307692308,graduate
unmarried,chemistry,present,Diploma,132.0,south west,SSCE,SSCE,119.4,yes,male,no,20,0,0.0,0,0.0,droupout
unmarried,information technology,present,Diploma,126.0,south west,BSC,others,129.9,yes,male,yes,20,1,12.0,2,11.166666666666666,graduate
unmarried,finance,present,Diploma,121.0,south west,SSCE,SSCE,114.0,yes,male,no,20,0,11.6,0,12.25,graduate
unmarried,social service,present,Diploma,120.0,south west,SSCE,others,113.4,yes,male,yes,19,0,0.0,0,0.0,droupout
unmarried,social service,present,Diploma,123.0,south west,SSCE,BSC,117.8,yes,male,no,20,0,12.0,0,13.0,graduate
unmarried,management,present,Diploma,122.0,south west,SSCE,SSCE,114.3,yes,male,no,18,0,13.976666666666668,0,12.041666666666666,graduate
unmarried,agronomy,present,Diploma,136.0,south west,SSCE,others,129.7,yes,male,no,19,0,12.5,0,10.0,graduate
unmarried,social service,present,Diploma,119.0,south west,others,others,112.0,no,male,no,20,0,0.0,0,0.0,droupout
unmarried,agronomy,present,Diploma,120.0,south west,others,others,140.0,yes,male,no,24,0,10.5,0,12.5,droupout
unmarried,law,present,OND,150.0,south west,others,others,150.0,yes,male,no,20,0,12.857142857142858,0,12.3,graduate
unmarried,agronomy,present,Diploma,121.0,south west,SSCE,BSC,122.4,yes,male,no,19,0,11.666666666666666,0,12.0,graduate
unmarried,finance,present,Diploma,140.0,south west,SSCE,BSC,150.0,yes,male,no,23,0,13.0,0,10.0,droupout
unmarried,education,present,Diploma,135.0,south west,BSC,BSC,135.0,yes,male,no,20,0,11.833333333333334,0,10.4,graduate
unmarried,journalism,absent,Diploma,116.0,south west,PHD,PHD,116.2,yes,male,no,21,9,12.454545454545457,3,12.75,graduate
unmarried,finance,present,Diploma,120.0,south west,HND,HND,120.4,yes,male,no,20,0,11.0,0,0.0,droupout
married,finance,present,Diploma,126.0,south west,others,others,122.9,yes,male,no,21,0,13.2,0,14.25,graduate
unmarried,accounting,present,Diploma,170.0,south west,SSCE,BSC,155.0,yes,male,yes,18,0,15.5,0,14.166666666666666,graduate
unmarried,education,present,Diploma,123.0,south west,SSCE,SSCE,123.4,yes,male,no,18,0,12.333333333333334,0,13.666666666666666,graduate
unmarried,social service,present,Diploma,120.0,south west,SSCE,others,124.2,yes,male,no,18,0,12.0,0,11.4,graduate
unmarried,law,present,OND,130.0,south west,SSCE,SSCE,130.0,yes,male,no,20,0,11.6,0,11.5,graduate
unmarried,accounting,present,Diploma,130.0,south west,BSC,others,126.2,yes,male,yes,18,0,11.333333333333334,0,12.285714285714286,graduate
unmarried,accounting,present,Diploma,117.0,south west,others,others,120.5,yes,male,no,19,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,131.0,south west,SSCE,SSCE,123.7,yes,male,no,20,0,12.0,0,12.5,graduate
unmarried,biology,present,Diploma,130.0,south west,BSC,others,122.5,yes,male,no,19,0,12.0,0,12.6,graduate
unmarried,design,absent,Diploma,133.0,south west,others,others,139.2,yes,male,no,33,0,12.5,0,11.5,droupout
unmarried,chemistry,present,Diploma,128.0,south west,SSCE,SSCE,131.2,yes,male,no,21,6,13.666666666666666,4,13.0,graduate
married,law,present,Diploma,133.1,south west,SSCE,BSC,120.0,no,male,no,25,0,14.5,0,0.0,droupout
unmarried,economics,present,Diploma,123.0,south west,SSCE,SSCE,116.7,yes,male,yes,20,0,13.2,0,0.0,droupout
unmarried,economics,present,OND,150.0,south west,SSCE,SSCE,150.0,yes,male,yes,22,1,12.166666666666666,4,14.8,droupout
married,accounting,present,HND,133.1,south west,others,others,117.5,yes,female,no,39,0,11.25,0,11.333333333333334,graduate
unmarried,agronomy,present,Diploma,140.0,south west,SSCE,SSCE,137.6,yes,male,yes,21,0,15.166666666666666,0,14.428571428571429,graduate
unmarried,education,present,Diploma,126.0,south west,SSCE,SSCE,124.3,yes,female,yes,19,0,11.166666666666666,0,13.4,graduate
unmarried,management,present,HND,133.1,south west,others,others,116.0,yes,female,yes,26,0,10.983333333333334,0,10.983333333333334,graduate
unmarried,information technology,present,Diploma,121.0,south west,BSC,SSCE,121.4,yes,female,yes,19,0,10.75,0,11.5,graduate
unmarried,economics,present,OND,140.0,south west,SSCE,SSCE,142.8,no,female,yes,20,7,13.384615384615383,4,14.285714285714286,graduate
unmarried,agronomy,present,Diploma,133.1,south west,SSCE,others,96.0,yes,female,yes,25,0,11.285714285714286,0,12.2,graduate
unmarried,journalism,absent,Diploma,131.0,south west,BSC,others,125.0,yes,male,no,24,0,0.0,0,0.0,droupout
unmarried,finance,present,Diploma,124.0,south west,BSC,BSC,126.1,yes,male,no,20,0,13.0,0,14.833333333333334,graduate
married,law,present,Diploma,120.0,south west,others,others,155.8,yes,male,no,29,0,16.11111111111111,0,13.5,graduate
unmarried,accounting,present,Diploma,133.1,south west,SSCE,SSCE,116.0,yes,male,no,20,0,11.5,0,11.0,graduate
unmarried,biology,present,OND,110.0,south west,SSCE,SSCE,110.0,yes,male,no,20,0,10.75,0,10.5,droupout
unmarried,agronomy,present,HND,133.1,south west,BSC,SSCE,97.2,yes,male,yes,24,0,11.6,0,13.0,graduate
unmarried,management,present,HND,133.1,south west,SSCE,SSCE,100.0,yes,male,no,24,0,0.0,0,0.0,droupout
unmarried,finance,present,OND,140.0,south west,SSCE,SSCE,140.0,yes,male,no,23,0,13.8,0,14.142857142857142,graduate
unmarried,philosophy,present,Diploma,130.0,south west,SSCE,others,128.0,yes,male,no,20,0,13.585714285714284,0,14.6875,graduate
unmarried,agronomy,present,Diploma,110.0,south west,SSCE,SSCE,115.3,yes,male,no,19,0,13.857142857142858,0,13.0,graduate
